ExterQual,AllFlrsSF,GrLivArea,SimplOverallCond,GarageArea,TotRmsAbvGrd,LotFrontage,SalePrice
3,1218,1218,3,264,7,21.0,118000
3,1776,1776,2,888,9,85.0,110000
3,912,912,2,336,5,70.0,125000
4,1640,1640,2,595,6,72.0,183000
3,1376,1376,2,240,6,79.0,105000
3,1470,1470,2,388,6,0.0,177000
3,520,520,2,240,4,60.0,68500
3,1056,1056,2,576,4,64.0,144000
3,1502,1502,2,270,6,60.0,149000
3,996,996,2,0,6,63.0,108000
3,1328,1328,2,528,6,0.0,143000
3,1686,1686,2,612,7,79.0,207500
3,1576,1576,2,225,8,52.0,149000
3,1077,1077,2,210,6,60.0,91000
4,848,848,2,420,3,0.0,149000
4,1908,1908,2,493,8,70.0,210000
3,1588,1588,2,680,7,80.0,134432
4,1234,1234,2,484,7,85.0,179900
3,1724,1724,2,480,7,0.0,197900
4,1573,1573,2,440,5,0.0,177500
3,1796,1796,2,483,8,71.0,140000
3,1180,1180,2,252,5,80.0,137500
4,1580,1580,2,830,7,92.0,235128
3,1130,1130,2,720,5,60.0,120000
3,1638,1638,2,472,7,59.0,192000
4,1797,1797,2,639,8,79.0,213500
4,2524,2524,2,542,9,80.0,278000
3,1324,1324,2,240,6,50.0,128000
3,752,752,2,264,4,50.0,125000
4,1710,1710,2,866,6,107.0,372402
3,1253,1253,2,402,6,63.0,176000
4,1617,1617,2,533,5,50.0,193000
3,1717,1717,2,642,7,60.0,140000
3,1664,1664,2,528,8,78.0,162900
4,1484,1484,2,606,7,70.0,213000
3,1620,1620,2,462,7,80.0,152000
3,1167,1167,2,495,6,98.0,144000
3,1052,1052,2,288,5,70.0,138500
3,1656,1656,2,506,8,87.0,135000
3,1689,1689,2,480,7,73.0,127500
3,1026,1026,2,576,5,0.0,147000
4,2482,2482,2,642,9,88.0,281213
3,1328,1328,2,308,5,115.0,170000
3,1067,1067,3,436,4,60.0,128000
3,1552,1552,2,434,6,85.0,179900
3,1165,1165,3,490,6,82.0,174900
3,1114,1114,2,576,6,66.0,155000
3,1302,1302,3,264,6,21.0,119500
4,1768,1768,2,603,7,75.0,226700
3,2259,2259,2,450,7,0.0,217000
3,1452,1452,2,0,8,33.0,113000
3,1396,1396,3,384,7,60.0,153575
3,952,952,3,283,4,0.0,135750
3,1696,1696,2,349,8,40.0,143900
3,1526,1526,2,364,7,68.0,144500
4,1199,1199,2,530,5,55.0,153900
3,1054,1054,3,460,6,65.0,151000
3,1184,1184,1,0,8,58.0,81000
3,1302,1302,2,280,6,21.0,112000
3,1056,1056,3,260,6,80.0,139400
3,894,894,2,440,5,100.0,142500
3,1683,1683,2,440,7,70.0,172500
4,1484,1484,2,393,8,65.0,178900
3,1306,1306,3,756,5,64.0,153000
3,1144,1144,2,456,6,75.0,139950
4,2267,2267,2,390,8,0.0,200000
4,2260,2260,2,533,7,80.0,328000
4,1839,1839,2,486,7,58.0,221000
4,1352,1352,2,466,5,47.0,208900
4,2031,2031,2,577,7,75.0,237000
5,1828,1828,2,774,9,90.0,314813
3,1072,1072,2,525,5,35.0,145000
3,1500,1500,2,564,6,68.0,173900
4,1761,1761,2,578,7,84.0,227875
3,1682,1682,2,523,7,70.0,200500
3,2097,2097,2,583,8,75.0,274300
3,1539,1539,2,576,5,51.0,141500
3,1136,1136,2,384,5,80.0,140000
4,1320,1320,2,400,6,0.0,162000
3,1928,1928,3,0,10,0.0,160000
3,1750,1750,2,240,8,50.0,124000
3,1122,1122,3,528,6,100.0,147000
3,803,803,2,360,5,50.0,87000
3,1469,1469,3,216,7,60.0,135000
4,1670,1670,2,690,7,50.0,240000
4,1694,1694,2,636,7,75.0,307000
4,1208,1208,2,546,6,0.0,165000
3,1632,1632,3,484,7,0.0,173000
3,2320,2320,3,180,9,61.0,259500
3,1026,1026,3,440,5,61.0,156000
3,1094,1094,2,495,5,85.0,155000
3,1437,1437,2,576,6,0.0,168000
4,1630,1630,2,451,6,75.0,213000
3,1764,1764,2,470,7,65.0,231500
3,1221,1221,3,392,7,60.0,104900
3,1092,1092,2,286,6,21.0,75000
3,1230,1230,3,305,5,51.0,121600
3,1430,1430,2,400,8,76.0,170000
3,1111,1111,2,200,5,60.0,95000
3,864,864,3,288,5,120.0,128500
3,1355,1355,3,0,6,62.0,127500
3,1040,1040,2,648,5,94.0,132250
3,954,954,2,576,6,55.0,132500
3,1250,1250,3,280,7,45.0,116000
3,1392,1392,3,299,6,0.0,161750
3,672,672,2,234,4,50.0,113000
4,1950,1950,2,576,7,66.0,239000
3,1034,1034,2,240,5,60.0,109000
4,2054,2054,2,390,7,0.0,244000
3,1641,1641,3,546,6,60.0,178000
4,1852,1852,2,660,7,73.0,230000
3,924,924,2,280,5,60.0,80000
2,841,841,2,294,4,60.0,82000
3,1400,1400,3,440,6,74.0,149500
3,1694,1694,2,576,7,60.0,136500
3,1057,1057,3,246,5,68.0,109000
3,1734,1734,2,539,8,75.0,126000
4,2144,2144,3,389,7,0.0,277000
3,1190,1190,2,540,6,70.0,132500
3,480,480,1,308,4,50.0,35311
4,1842,1842,2,894,5,68.0,385000
4,1456,1456,2,400,8,65.0,179540
3,1214,1214,2,318,5,0.0,143000
4,1923,1923,2,564,8,107.0,190000
4,1250,1250,2,625,5,35.0,171900
4,1624,1624,2,757,5,89.0,262000
3,1564,1564,2,476,7,70.0,171000
4,2452,2452,2,691,9,108.0,309000
4,1600,1600,2,890,7,110.0,256300
3,1458,1458,2,330,6,78.0,97500
4,910,910,3,414,5,74.0,116000
4,1856,1856,1,834,8,88.0,394432
3,1183,1183,3,308,6,50.0,120000
3,1795,1795,2,352,7,81.0,131500
3,1140,1140,2,0,6,90.0,84500
3,1040,1040,2,400,6,60.0,92900
4,1302,1302,2,436,6,73.0,176485
2,816,816,2,516,5,110.0,110000
4,2466,2466,2,610,8,102.0,340000
3,864,864,2,0,5,67.0,98000
4,1983,1983,2,490,9,0.0,225000
4,1541,1541,2,843,6,118.0,205000
3,1668,1668,3,271,6,80.0,140000
3,948,948,2,280,5,60.0,119000
3,1020,1020,3,0,6,54.0,94000
3,1004,1004,2,504,4,78.0,135000
3,1258,1258,2,400,6,60.0,108959
4,2110,2110,2,463,8,0.0,205000
3,1226,1226,2,740,6,94.0,198900
3,788,788,2,0,4,0.0,100000
3,1855,1855,2,325,7,75.0,136900
3,779,935,2,308,4,50.0,79500
3,918,918,2,264,5,55.0,99500
3,1529,1529,1,240,9,50.0,98000
3,1005,1005,2,672,5,60.0,115000
4,2448,2448,3,711,8,52.0,402000
3,1367,1367,2,560,6,52.0,127500
3,1215,1215,3,297,6,66.0,155000
3,1192,1192,2,189,6,60.0,78000
4,1296,1296,2,471,6,0.0,220000
3,796,796,3,0,4,67.0,85000
4,2161,2161,2,789,8,86.0,325624
3,1334,1334,2,630,6,80.0,167900
3,2236,2236,2,642,8,0.0,222000
3,1097,1097,2,480,6,81.0,152000
3,1248,1248,2,160,6,52.0,87000
3,1060,1060,3,270,6,0.0,154000
3,1086,1086,2,484,6,85.0,159950
4,1440,1440,3,467,7,0.0,182900
4,1258,1258,2,648,6,53.0,172500
3,969,969,2,440,5,120.0,122000
4,1405,1405,2,478,6,0.0,171750
3,1786,1786,2,684,7,69.0,204750
3,864,864,3,572,5,60.0,115000
3,1328,1328,2,210,8,57.0,107000
4,1301,1301,2,572,5,60.0,187750
3,930,930,3,308,6,60.0,84900
4,1430,1430,2,605,6,67.0,187100
4,1509,1509,2,393,8,63.0,180000
4,1646,1646,2,870,6,67.0,248900
3,1716,1716,2,281,8,60.0,131000
4,1479,1479,3,475,6,0.0,130500
3,1610,1610,3,480,6,0.0,205000
4,1316,1316,2,440,6,103.0,200141
3,1342,1342,2,457,7,0.0,161500
3,932,932,2,306,4,57.0,124000
3,630,630,3,286,3,21.0,86000
5,2576,2576,2,666,10,82.0,361919
3,1134,1134,3,254,6,70.0,135000
3,1494,1494,2,576,6,79.0,217000
4,1894,1894,2,510,8,80.0,214900
3,1082,1082,2,240,5,60.0,119200
3,1440,1440,2,352,6,63.0,79000
4,1720,1720,2,440,7,62.0,183500
3,1086,1086,3,490,6,85.0,144900
3,1392,1392,2,528,5,0.0,121500
3,1675,1675,2,502,7,0.0,181000
4,1838,1838,2,372,7,60.0,192140
3,999,999,2,300,6,69.0,134500
3,1294,1294,3,0,7,60.0,106250
3,1350,1350,2,478,7,78.0,165000
5,1718,1718,2,786,7,96.0,337500
3,1362,1362,2,480,5,85.0,143000
3,1314,1314,2,294,5,70.0,145000
3,1803,1803,2,484,8,88.0,155000
3,784,784,1,360,5,60.0,76000
3,2119,2119,2,583,7,0.0,158000
3,1360,1360,2,572,6,60.0,130000
3,1644,1644,3,312,7,79.0,146500
3,1511,1511,2,413,8,70.0,185000
3,845,845,1,290,5,0.0,84000
3,1573,1573,3,240,6,51.0,133000
4,1836,1836,2,484,8,70.0,216837
3,1159,1159,2,336,7,0.0,158000
4,1252,1252,2,528,7,80.0,142000
3,780,780,3,352,4,60.0,124900
3,698,698,3,0,4,50.0,118000
4,1867,1867,2,303,7,0.0,190000
4,1660,1660,2,500,8,85.0,290000
4,1689,1689,2,857,7,0.0,271000
3,1056,1056,2,308,6,70.0,139000
3,1375,1375,2,451,5,75.0,140000
3,1319,1319,2,270,5,79.0,123000
3,1111,1111,3,288,5,0.0,116900
3,912,912,3,297,5,70.0,120000
4,1337,1337,2,511,5,34.0,181000
4,1555,1555,2,660,7,53.0,174000
3,1387,1387,2,256,7,50.0,93000
3,832,832,2,528,4,59.0,105500
3,1012,1012,2,308,6,59.0,118400
4,1535,1535,2,532,7,70.0,214000
4,1960,1960,2,440,8,0.0,216500
3,1520,1520,2,364,7,80.0,153000
3,987,987,2,264,4,21.0,85400
3,1502,1502,3,180,7,55.0,165000
4,1652,1652,2,840,6,108.0,325000
3,1479,1479,3,484,7,0.0,184000
4,2020,2020,2,466,8,80.0,239500
4,1661,1661,2,550,6,43.0,212000
3,1099,1099,2,352,6,75.0,144000
3,864,864,2,280,5,71.0,116050
4,1472,1472,2,402,7,0.0,160000
3,1252,1252,3,576,5,92.0,127000
4,1419,1419,2,567,7,60.0,392000
4,1567,1567,2,648,7,53.0,264561
3,1728,1728,2,576,10,74.0,142600
3,747,747,2,528,5,52.0,79900
4,1414,1414,2,403,6,74.0,178000
3,1647,1647,2,460,7,62.0,175000
3,1343,1343,2,186,7,54.0,154900
4,1337,1337,2,462,5,41.0,180000
5,1726,1726,2,786,8,79.0,311872
3,1792,1792,2,0,8,60.0,136000
3,720,720,2,0,4,60.0,34900
3,816,816,3,816,4,60.0,138000
4,1962,1962,2,868,7,73.0,239799
3,2329,2329,2,514,10,86.0,262280
3,1691,1691,2,308,6,50.0,127000
4,1704,1704,2,772,7,98.0,306000
3,1144,1144,2,596,6,68.0,129000
3,2596,2596,2,840,9,111.0,342643
4,2035,2035,2,434,8,0.0,222500
3,1768,1768,3,240,7,60.0,175000
3,1790,1790,2,484,8,80.0,165150
5,1694,1694,2,818,7,93.0,318000
3,1664,1664,2,0,8,75.0,100000
3,1015,1015,3,450,6,51.0,88000
3,1395,1395,2,497,6,0.0,162000
3,1047,1047,3,273,6,60.0,100000
5,1869,1869,2,617,6,68.0,318061
3,1510,1510,2,296,7,60.0,108000
5,2332,2332,2,846,9,96.0,426000
3,1657,1657,1,484,7,0.0,163500
3,1040,1040,2,286,6,70.0,133700
3,1048,1048,2,280,5,58.0,113000
3,1604,1604,2,660,6,60.0,117000
3,854,1382,2,660,7,0.0,128500
4,1212,1212,2,573,6,70.0,178000
4,2243,2243,2,746,8,116.0,225000
4,1340,1340,2,396,6,73.0,181134
3,1069,1069,2,440,4,53.0,127500
3,1344,1344,2,484,6,0.0,144000
4,1208,1208,2,628,6,64.0,195400
3,1217,1217,2,497,6,0.0,173000
3,1092,1092,2,286,6,21.0,88000
3,1113,1113,3,504,6,0.0,148000
4,1949,1949,2,574,8,80.0,236000
4,1554,1554,2,627,6,34.0,209500
3,768,768,3,396,5,60.0,133900
4,1541,1541,2,532,7,95.0,220000
3,1028,1028,2,360,5,56.0,115000
3,2447,2447,3,336,10,50.0,169000
5,1470,1470,3,420,6,0.0,185000
3,835,835,2,366,5,85.0,83000
4,2520,2520,3,796,10,0.0,310000
3,1155,1155,3,576,6,88.0,148000
4,1358,1358,2,484,6,44.0,224000
4,1489,1489,2,776,7,81.0,232600
3,1100,1100,2,312,6,0.0,141000
3,869,869,3,0,4,51.0,85500
4,1102,1102,2,480,4,0.0,148800
3,1131,1131,2,200,5,52.0,66500
3,1872,1872,2,604,6,80.0,241500
4,1555,1555,2,430,7,43.0,192500
3,902,902,2,484,5,0.0,131000
3,1774,1774,2,468,8,51.0,129900
5,2364,2364,2,820,11,100.0,611657
3,892,892,2,264,5,0.0,110000
3,1154,1154,3,240,7,40.0,125500
3,1120,1120,2,544,5,85.0,129000
3,1517,1517,3,400,7,0.0,230000
4,1496,1496,2,474,7,76.0,225000
4,1593,1593,2,682,5,41.0,286000
3,1382,1382,2,884,6,120.0,176000
3,1728,1728,2,504,10,70.0,125000
3,1392,1392,2,458,6,80.0,166000
4,1800,1800,2,765,7,85.0,312500
3,2200,2200,3,0,9,67.0,145900
4,1494,1494,2,514,5,0.0,215000
3,2403,2403,3,349,10,0.0,244400
4,1422,1422,2,626,7,63.0,179600
3,1068,1068,3,264,6,70.0,154500
4,1826,1826,2,758,7,69.0,319000
3,827,827,3,392,5,60.0,107500
3,951,951,2,327,6,50.0,106500
4,1844,1844,2,540,7,0.0,223000
4,816,816,3,432,5,0.0,120500
4,1720,1720,2,565,7,89.0,196500
3,1991,1991,3,432,7,0.0,220000
4,1314,1314,2,626,6,34.0,207500
4,1200,1200,2,555,5,67.0,184900
4,1922,1922,2,672,7,64.0,198500
3,1217,1217,2,288,6,75.0,120000
3,964,964,3,432,5,80.0,163500
4,1536,1536,2,532,7,70.0,214000
4,1665,1665,2,528,6,70.0,227000
3,1381,1381,3,676,5,78.0,197500
3,1964,1964,2,483,8,80.0,205000
3,1152,1152,2,0,6,65.0,82000
4,1241,1241,2,569,4,35.0,199900
3,1714,1714,2,496,7,80.0,196500
3,864,864,2,660,5,60.0,120500
3,1981,1981,1,576,7,65.0,135000
3,1710,1710,2,480,9,50.0,140000
3,894,894,2,308,5,75.0,128200
4,792,792,3,240,5,52.0,109500
4,1992,1992,2,648,9,75.0,250000
3,1471,1471,2,440,6,34.0,172500
3,902,902,2,288,6,0.0,125500
3,1302,1302,3,309,7,85.0,158000
3,988,988,2,520,4,100.0,113000
4,1614,1614,2,865,7,86.0,221500
3,1784,1784,2,180,9,96.0,138887
4,1426,1426,3,216,7,55.0,189950
4,2374,2374,2,656,10,93.0,285000
3,1230,1230,2,440,5,60.0,110000
4,1742,1742,3,424,8,121.0,168000
3,1690,1690,2,463,7,0.0,181000
3,1820,1820,2,240,8,60.0,184000
3,1608,1608,2,216,7,51.0,137450
4,1224,1224,2,528,4,40.0,164500
3,2034,2034,2,645,8,0.0,219500
3,1040,1040,2,576,6,82.0,152000
3,816,816,3,264,5,76.0,124500
4,2090,2090,2,556,8,80.0,240000
4,1616,1616,2,834,7,73.0,232000
3,1762,1762,3,576,8,60.0,157000
3,1252,1252,3,564,4,0.0,235000
3,630,630,2,0,3,21.0,75500
3,1276,1276,1,350,5,68.0,60000
4,1829,1829,2,613,7,44.0,237000
4,1224,1224,2,528,4,30.0,173733
4,2344,2344,2,889,7,79.0,265000
3,1150,1150,2,300,6,70.0,141000
3,1367,1367,3,384,7,50.0,119000
4,1498,1498,2,675,5,73.0,204900
3,864,864,2,0,5,70.0,115000
3,1142,1142,2,528,6,44.0,134000
5,1698,1698,2,768,8,86.0,320000
4,1876,1876,2,540,8,76.0,185000
4,2574,2574,2,868,10,69.0,276000
3,858,858,2,684,4,0.0,110000
3,1456,1456,2,440,7,24.0,148500
3,1458,1458,2,440,5,34.0,176000
3,1096,1096,2,299,6,0.0,138800
3,1740,1740,2,240,6,75.0,219500
4,1742,1742,2,564,5,0.0,275000
3,1363,1363,3,528,6,60.0,125500
3,1494,1494,3,213,7,0.0,177500
3,1352,1352,2,288,6,92.0,130000
3,2337,2337,2,560,10,85.0,90000
4,1220,1220,2,632,6,64.0,194000
4,1574,1574,2,824,7,75.0,232000
4,1971,1971,2,689,8,75.0,253000
4,1768,1768,2,578,7,68.0,212000
3,1344,1344,2,784,8,78.0,206300
3,1344,1344,2,240,7,0.0,115000
3,1077,1077,2,205,5,50.0,118000
3,1556,1556,2,441,8,78.0,154000
4,1552,1552,2,782,7,84.0,212900
5,1746,1746,2,758,7,42.0,377500
3,1347,1347,3,0,5,70.0,107500
4,2094,2094,2,615,8,75.0,263000
4,1743,1743,2,539,7,90.0,175000
3,894,894,2,400,5,68.0,110000
3,1080,1080,3,288,5,75.0,136000
3,1912,1912,3,672,7,60.0,163000
3,1178,1178,3,384,7,66.0,102776
4,1795,1795,2,895,7,75.0,147000
3,1220,1220,2,396,6,67.0,102000
2,1013,1526,1,0,6,105.0,85000
4,1525,1525,2,541,6,70.0,235000
3,954,954,3,240,5,50.0,119750
3,960,960,2,432,6,73.0,94750
3,1792,1792,2,451,8,93.0,186500
4,1626,1626,2,474,6,36.0,154000
3,1041,1041,2,270,6,80.0,124500
3,1212,1212,2,460,6,83.0,186000
2,1092,1092,2,0,7,70.0,55000
4,1720,1720,2,527,7,59.0,260400
3,990,990,2,672,5,57.0,145000
4,2060,2060,2,390,8,0.0,214000
3,1904,1904,2,240,7,60.0,138000
3,630,630,3,0,3,21.0,92000
4,2169,2169,2,647,7,0.0,228500
4,1718,1718,2,826,7,79.0,297000
3,1578,1578,3,240,5,79.0,133000
3,1800,1800,2,0,10,80.0,141000
3,1456,1456,1,280,7,50.0,91500
3,1574,1574,2,566,6,0.0,190000
3,1558,1558,2,282,6,75.0,152000
3,955,955,3,386,6,66.0,127000
4,1553,1553,2,615,6,65.0,186500
3,1848,1848,3,370,8,64.0,207000
3,1646,1646,2,240,7,53.0,164000
3,1839,1839,2,442,7,70.0,155000
3,1674,1674,3,396,8,66.0,185000
4,1512,1512,2,440,4,0.0,168500
4,1221,1221,2,400,6,62.0,185000
4,1247,1247,2,550,4,37.0,197000
3,980,980,2,384,6,75.0,135500
3,1986,1986,2,486,7,85.0,205000
3,935,935,2,288,5,0.0,137000
3,1573,1573,3,360,8,52.0,162900
4,1668,1668,2,502,8,48.0,232000
3,1264,1264,2,461,6,73.0,167500
5,1838,1838,2,765,8,85.0,315000
4,1494,1494,2,481,6,30.0,270000
3,894,894,2,308,5,60.0,109500
4,848,848,2,420,3,0.0,141000
3,1512,1656,3,180,8,60.0,135000
3,1166,1639,2,240,6,51.0,115000
3,1022,1022,2,280,4,60.0,85000
3,2345,2345,3,360,9,80.0,239000
4,2098,2098,2,878,8,80.0,275500
3,1977,1977,2,540,9,100.0,165000
4,1135,1135,3,576,6,60.0,155000
3,1369,1369,2,300,6,54.0,103600
4,1053,1053,3,312,5,72.0,145500
4,2084,2084,2,618,8,76.0,233000
3,996,996,2,564,5,73.0,147000
3,2554,2554,3,704,8,60.0,159500
4,1865,1865,2,839,7,0.0,235000
3,1196,1196,2,297,6,72.0,139000
3,938,938,2,308,5,0.0,130250
3,1392,1392,1,576,5,120.0,110000
2,800,800,1,0,4,51.0,60000
4,2515,2515,1,484,9,0.0,200624
4,1576,1576,2,614,6,65.0,197000
4,1954,1954,3,431,8,0.0,311500
4,1733,1733,2,433,7,0.0,225000
3,2073,2073,2,500,7,85.0,210000
3,768,768,3,396,5,70.0,133000
3,1481,1481,2,343,6,65.0,174000
4,2153,2153,2,736,8,0.0,313000
4,1113,1113,3,264,5,80.0,147000
4,1506,1506,2,440,6,43.0,213490
3,1337,1337,2,405,5,32.0,153500
4,1459,1459,2,527,6,70.0,192000
3,1339,1339,2,294,6,70.0,139000
3,1728,1728,2,560,8,63.0,188000
3,816,816,3,308,5,73.0,129900
3,1482,1482,3,400,7,0.0,140000
3,864,864,2,300,5,70.0,127500
4,1456,1456,2,440,8,85.0,155835
5,1561,1561,2,556,6,60.0,277500
3,1309,1309,2,484,5,78.0,181000
3,1432,1432,3,588,5,0.0,194000
4,1636,1636,2,865,8,116.0,255000
4,1456,1456,2,410,7,63.0,189000
4,1588,1588,2,472,6,78.0,214000
4,1836,1836,2,862,7,107.0,280000
4,1652,1652,2,499,6,41.0,251000
3,1394,1394,2,514,6,0.0,159000
4,1840,1840,2,622,6,79.0,230000
3,1547,1547,2,614,7,72.0,215200
4,1721,1721,2,471,7,70.0,201000
3,1301,1301,2,440,5,60.0,100000
3,882,882,3,294,5,0.0,106500
3,1246,1246,3,305,6,75.0,154000
4,1911,1911,2,471,8,80.0,215000
3,630,630,3,0,3,21.0,81000
3,630,630,2,0,3,21.0,84500
3,1344,1344,2,525,7,0.0,137500
3,1964,1964,2,0,7,55.0,130000
4,1776,1776,2,712,7,93.0,283463
3,952,952,2,192,4,0.0,121000
3,1327,1327,2,624,7,75.0,150750
3,1466,1466,3,566,7,60.0,170000
3,2019,2019,3,532,8,60.0,167500
4,1452,1452,2,506,6,35.0,183900
3,813,813,3,270,5,70.0,110000
3,1228,1228,2,271,6,0.0,149350
3,1123,1123,2,264,4,50.0,100000
4,1141,1141,2,484,6,63.0,142500
3,1394,1394,2,400,7,73.0,167500
4,1588,1588,2,825,7,85.0,227000
3,833,833,3,326,4,90.0,117000
3,1716,1716,2,490,8,70.0,171000
4,2291,2291,2,429,8,66.0,230000
3,1535,1535,2,400,8,64.0,118858
4,1924,1924,2,592,7,78.0,280000
3,816,1176,2,528,6,52.0,114500
4,2224,2224,2,738,10,74.0,350000
3,1728,1728,2,574,8,55.0,150900
4,1973,1973,2,895,9,110.0,395000
4,1959,1959,2,434,8,59.0,215000
3,1846,1846,2,315,7,78.0,143000
3,923,923,2,264,5,50.0,143000
3,1586,1586,2,435,7,48.0,181000
3,1572,1572,2,373,7,0.0,168000
4,2031,2031,2,541,8,75.0,222500
3,2112,2112,2,576,9,85.0,206900
3,1516,1516,2,472,6,100.0,167000
3,1426,1426,2,440,6,75.0,159500
4,1232,1232,2,632,6,64.0,194500
3,1473,1473,3,452,5,65.0,143000
3,1604,1604,2,470,7,100.0,181000
3,1441,1441,2,440,7,24.0,148500
3,1152,1152,3,484,6,0.0,180500
3,912,912,2,470,5,0.0,156000
3,950,950,2,280,5,61.0,119500
3,1277,1277,2,526,5,85.0,167000
3,1152,1152,3,300,6,80.0,158500
3,1269,1269,2,308,6,70.0,155000
3,605,605,3,0,5,58.0,86000
3,1456,1456,2,400,8,51.0,176000
