LotFrontage,PoolQC,TotalBsmtSF,GrLivArea,LotArea,SaleCondition,GarageType,SalePrice
36.0,,764,1626,2268,Normal,BuiltIn,173000
55.0,,918,918,7892,Normal,Attchd,99500
95.0,,1428,1428,11639,Partial,Attchd,182000
60.0,,728,2019,11414,Normal,Detchd,167500
,,673,1382,2651,Normal,Detchd,165000
51.0,,440,869,5900,Normal,,85500
35.0,,1241,1241,4274,Partial,Attchd,199900
68.0,,894,894,9450,Abnorml,Detchd,110000
80.0,,1121,1121,8816,Normal,Detchd,139000
,,944,999,12122,Normal,Attchd,178400
98.0,,1225,2612,12203,Normal,Attchd,336000
43.0,,1266,1266,3182,Normal,Attchd,159895
,,1128,2290,11250,Normal,Attchd,255900
75.0,,0,1734,10125,Normal,Attchd,126000
68.0,,1164,1164,10880,Normal,Detchd,125000
59.0,,485,1635,5310,Normal,Attchd,117000
83.0,,1930,1940,10159,Partial,Attchd,395192
,,848,2030,12046,Normal,Attchd,195000
65.0,,770,1576,8125,Partial,Attchd,197000
82.0,,1396,2392,9452,Normal,Attchd,348000
121.0,,916,1742,17671,Normal,Attchd,168000
80.0,,822,1851,9760,Normal,Attchd,187000
68.0,,750,1500,8846,Partial,Attchd,173900
96.0,,1700,1718,12456,Normal,Attchd,337500
51.0,,747,1230,4712,Abnorml,Detchd,121600
,,1050,1050,10659,Normal,Attchd,136500
,,1442,1442,11717,Normal,Attchd,185000
60.0,,1007,1077,9786,Normal,Detchd,91000
64.0,,1187,1208,6762,Normal,Attchd,206000
74.0,,0,944,10206,Normal,Detchd,82000
60.0,,691,691,5400,Abnorml,Detchd,86000
75.0,,1574,1574,11957,Normal,Attchd,232000
,,1680,1680,11500,Normal,Detchd,136905
43.0,,1346,1504,3182,Normal,Attchd,181000
65.0,,985,985,8385,Normal,Attchd,149900
,,1657,1657,12155,Normal,Attchd,163500
21.0,,546,1092,2217,Normal,Attchd,88000
43.0,,1710,1710,12118,Normal,Attchd,240000
60.0,,1008,1522,6000,Normal,,102000
115.0,,720,1271,21286,Normal,Attchd,135000
75.0,,0,1664,9825,Normal,,100000
55.0,,602,1502,10592,Normal,Detchd,165000
60.0,,1022,1022,7200,Normal,Detchd,85000
60.0,,1082,1082,11664,Normal,Detchd,119200
70.0,,810,1665,8400,Normal,Attchd,227000
73.0,,1504,1504,11883,Normal,Attchd,203000
,,1220,1360,5814,Abnorml,Attchd,187500
,,384,1472,10784,Normal,Attchd,160000
43.0,,1362,1506,3013,Normal,Attchd,213490
60.0,,1132,1132,7024,Normal,Attchd,176000
64.0,,1199,1220,7406,Partial,Attchd,194000
52.0,,912,1248,9439,Normal,Detchd,87000
43.0,,1346,1504,3182,Normal,Attchd,191000
,,1565,2898,15498,Abnorml,Attchd,287000
70.0,,882,882,7700,Normal,Detchd,112500
73.0,,1268,1264,9300,Normal,Attchd,167500
71.0,,1638,1646,9520,Partial,Attchd,293077
79.0,,768,1376,9492,Normal,Attchd,105000
21.0,,672,1218,1680,Normal,Detchd,118000
,,686,1928,7082,Normal,,160000
102.0,,824,3082,15863,Normal,Basment,197000
,,1338,2520,14541,Abnorml,Attchd,310000
,,1654,1654,8125,Normal,Attchd,230000
50.0,,920,954,6305,Normal,Basment,119750
,,0,845,11500,Normal,Detchd,84000
89.0,,1620,1620,12898,Normal,Attchd,315500
,,1055,2263,9240,Normal,BuiltIn,287000
21.0,,546,1344,1533,Normal,,97000
21.0,,630,630,1477,Normal,Attchd,80000
88.0,,1134,1803,13125,Normal,Attchd,155000
,,800,1632,9130,Normal,Attchd,173000
34.0,,1306,1306,5381,Normal,Attchd,196000
86.0,,1475,2329,11839,Normal,Attchd,262280
80.0,,2524,2524,9600,Normal,Attchd,278000
,,0,1733,13680,Normal,Attchd,139600
85.0,,1992,2868,16056,Partial,BuiltIn,556581
57.0,,990,990,9245,Normal,Detchd,145000
100.0,,0,1771,21750,Normal,Attchd,115000
60.0,,0,930,11100,Abnorml,Detchd,84900
73.0,,1302,1302,8993,Partial,Attchd,176485
103.0,,1316,1316,11175,Partial,Attchd,200141
100.0,,816,1977,9500,Normal,Attchd,165000
68.0,,1216,1526,8562,Normal,Basment,144500
90.0,,1065,1989,11367,Normal,Attchd,255000
104.0,,1193,1523,11361,Abnorml,Attchd,180000
43.0,,1364,1364,7052,Normal,Attchd,185850
,,973,1850,29959,Normal,BuiltIn,248000
96.0,,1104,2184,11308,Normal,Attchd,335000
,,854,1991,11275,Normal,Detchd,220000
41.0,,1338,1338,4920,Normal,Attchd,213500
120.0,,894,894,18000,Normal,Detchd,81000
85.0,,662,2337,13600,Normal,Detchd,90000
50.0,,1103,1103,6000,Normal,Detchd,110500
,,1154,1154,11000,Normal,Attchd,154000
80.0,,1306,2260,14000,Normal,Attchd,328000
59.0,,799,1571,7837,Normal,Attchd,178000
80.0,,780,1611,9760,Normal,Attchd,167900
42.0,,942,2521,3964,Normal,Attchd,151400
60.0,,845,893,9600,Normal,Detchd,135000
72.0,,1048,1048,10152,Normal,Attchd,135000
78.0,,727,1556,11700,Normal,Attchd,154000
50.0,,810,1456,7585,Normal,Detchd,91500
75.0,,690,1426,7950,Normal,Attchd,159500
74.0,,1240,1240,8556,Normal,Attchd,194000
75.0,,800,1740,13125,Normal,Attchd,219500
60.0,,796,1466,10800,Normal,Attchd,170000
,,1096,1096,15870,Abnorml,Attchd,138800
37.0,,848,848,4435,Normal,Attchd,155900
65.0,,990,990,8775,Normal,Attchd,126000
80.0,,1258,1258,11040,Abnorml,Attchd,145000
75.0,,1040,1040,7500,Normal,Attchd,133000
70.0,,1459,1459,8749,Normal,Attchd,192000
80.0,,1251,1251,8800,Normal,Attchd,160000
,,691,1498,13031,Normal,Attchd,187500
73.0,,936,996,9069,Normal,Attchd,147000
,,546,1092,1974,Normal,Attchd,83500
85.0,,1082,1953,10574,Normal,Attchd,252000
24.0,,970,1709,2522,Normal,Detchd,137500
37.0,,1247,1247,3316,Normal,Attchd,197000
60.0,,0,1040,8544,Normal,Detchd,92900
24.0,,600,1252,2160,Normal,Detchd,160000
60.0,,1181,1694,8400,Normal,Detchd,136500
71.0,,864,1200,9230,Normal,Detchd,146000
74.0,,936,936,5868,Normal,Attchd,129000
78.0,,1314,1314,9317,Normal,Attchd,176432
60.0,,684,1355,6882,Normal,,127000
,,1074,1088,3696,Normal,Attchd,170000
50.0,,672,1324,6000,Normal,Detchd,128000
82.0,,1271,1601,11880,Abnorml,Attchd,157000
60.0,,290,438,8400,Normal,Detchd,60000
61.0,,950,950,9758,Normal,Detchd,119500
70.0,,1010,1134,7000,Family,Attchd,135000
79.0,,655,1194,8910,Normal,BuiltIn,159500
24.0,,630,1302,2016,Normal,Detchd,106000
98.0,,1463,2622,12256,Normal,Attchd,325000
114.0,,910,1442,10357,Normal,Attchd,179900
168.0,,868,2021,23257,Partial,BuiltIn,274725
,,924,1690,8063,Abnorml,Attchd,181000
107.0,,1836,1836,11362,Normal,Attchd,280000
,,773,1658,8000,Normal,Attchd,188000
80.0,,803,1964,10480,Normal,Attchd,205000
73.0,,816,816,7100,Normal,Detchd,129900
66.0,,1008,1008,8923,Normal,Attchd,134500
90.0,,833,833,5400,Normal,Detchd,117000
93.0,,1734,1734,12085,Partial,Attchd,318000
,,408,1419,7750,Normal,BuiltIn,184100
57.0,,894,894,9764,Normal,Attchd,130000
85.0,,533,1601,13825,Normal,BuiltIn,140000
70.0,,1040,1040,7560,Normal,Attchd,133700
59.0,,1012,1012,8263,Normal,Detchd,118400
84.0,,1552,1552,10084,Partial,Attchd,212900
,,672,960,8926,Abnorml,Basment,112000
50.0,,698,698,9405,Normal,,118000
,,384,1482,9125,Normal,Attchd,163900
60.0,,1005,1005,10434,Normal,Detchd,115000
53.0,,1373,1555,3684,Normal,Attchd,174000
182.0,,1530,1530,14572,Family,Attchd,259000
59.0,,847,1959,11796,Normal,BuiltIn,215000
60.0,,936,936,7200,Normal,Detchd,140000
65.0,,1122,1981,7804,Normal,Detchd,135000
63.0,,974,974,10712,Abnorml,,93500
90.0,,1008,2210,9900,Normal,Detchd,117500
80.0,,1128,2020,9828,Normal,Attchd,239500
57.0,,916,1600,8773,Normal,Attchd,169000
60.0,,960,986,6180,Normal,Detchd,102000
80.0,,1032,1252,9600,Abnorml,Attchd,119000
54.0,,780,1020,6342,Normal,,94000
,,1567,1567,9819,Normal,Attchd,196000
98.0,,915,1167,8731,Normal,Detchd,144000
60.0,,952,952,7350,Abnorml,Detchd,139000
,,780,1868,10304,Normal,Attchd,197500
77.0,,1466,2828,9965,Partial,BuiltIn,424870
,,1006,1006,9000,Normal,,80000
60.0,,672,924,12180,Normal,Detchd,80000
52.0,,1042,1576,6240,Family,Detchd,149000
,,1298,1298,11200,Normal,Attchd,180000
75.0,,704,1564,12000,Normal,Attchd,174500
,,572,1111,5700,Normal,Detchd,116900
50.0,,650,1482,9000,Normal,Detchd,143000
57.0,,932,932,8280,Normal,Attchd,124000
134.0,,1466,1466,17755,Normal,Attchd,149900
90.0,,1073,1811,14115,Abnorml,Attchd,230000
,,816,816,5890,Normal,Detchd,120500
,,864,1820,13700,Normal,Attchd,201800
90.0,,1437,1437,10768,Normal,Attchd,218000
85.0,,1219,1265,9350,Normal,Attchd,179900
34.0,,1314,1314,5001,Normal,Attchd,230000
92.0,,1580,1580,11932,Partial,Attchd,235128
76.0,,901,1876,9120,Normal,Attchd,185000
24.0,,855,1456,2280,Normal,Attchd,146000
,,1296,1640,14778,Normal,Detchd,224000
109.0,,894,894,8724,Normal,Attchd,129000
60.0,,1198,1258,12900,Alloca,CarPort,108959
,,1360,1432,16157,Normal,Attchd,194000
79.0,,1502,1502,9541,Partial,Attchd,233170
64.0,,1694,1694,10475,Normal,Attchd,245350
58.0,,959,1671,10852,Normal,Attchd,173000
120.0,,1127,2108,13728,Normal,Basment,235000
118.0,,1930,3627,35760,Normal,Attchd,625000
76.0,Gd,1096,1118,9880,Normal,Attchd,171000
76.0,,1261,1261,9120,Normal,Attchd,163000
35.0,,625,1250,4017,Normal,Detchd,171900
138.0,,1598,3086,18030,Normal,,200500
80.0,,952,2345,16560,Normal,Detchd,239000
85.0,,1683,2872,10678,Normal,Attchd,285000
37.0,,876,923,6951,Normal,Attchd,119500
,,818,1224,3950,Normal,Detchd,115000
54.0,,731,1343,7681,Normal,Detchd,154900
77.0,,0,1124,8335,Normal,,93000
,,1216,2514,11170,Normal,Attchd,250000
64.0,,1600,1652,5587,Partial,Attchd,392500
160.0,Ex,2396,4476,15623,Abnorml,Attchd,745000
60.0,,1120,1130,10800,Normal,Detchd,120000
50.0,,1572,1572,35133,Normal,2Types,186700
60.0,,784,1221,9738,Normal,Attchd,104900
107.0,,978,1699,10615,Abnorml,CarPort,95000
89.0,,1624,1624,12461,Normal,Attchd,262000
68.0,,831,1660,8935,Normal,Attchd,195000
60.0,,994,1804,7500,Normal,Attchd,189000
,,1249,1622,32463,Normal,2Types,168000
24.0,,776,1441,2645,Normal,Detchd,174000
60.0,,702,1472,9600,Normal,Detchd,125000
,,1224,1224,4500,Normal,Attchd,165000
80.0,,663,1352,9364,Normal,Attchd,158000
51.0,,728,1456,8029,Normal,Attchd,176000
58.0,,879,1863,14054,Partial,BuiltIn,219210
65.0,,815,1690,8850,Normal,Detchd,144000
70.0,,1212,1212,9100,Normal,Attchd,178000
75.0,,1051,1382,11235,Normal,Attchd,148000
71.0,,864,864,9353,Abnorml,Attchd,116050
80.0,,866,1779,10400,Normal,Attchd,197900
50.0,,884,1348,6000,Normal,Detchd,117000
75.0,,1630,1630,9750,Normal,Attchd,213000
78.0,,1056,1074,10140,Normal,Attchd,153500
90.0,,2158,2196,14684,Normal,Attchd,271900
,,1056,1056,8900,Normal,Detchd,107000
70.0,,1682,1700,9135,Normal,Attchd,200000
70.0,,931,1283,7763,Normal,Detchd,140000
85.0,,1660,1660,10182,Partial,Attchd,290000
70.0,,1055,1845,11218,Normal,Attchd,189000
152.0,,559,1752,12134,Normal,Basment,164000
50.0,,672,672,9340,Normal,Attchd,113000
,,648,960,10246,Normal,Attchd,145000
69.0,,925,999,10205,Normal,Attchd,134500
99.0,,894,894,7094,Normal,Detchd,125000
68.0,,0,1902,8930,Normal,Attchd,112000
72.0,,1300,1314,8640,Partial,Attchd,229456
52.0,,0,912,6240,Normal,,80500
21.0,,672,1218,1680,Abnorml,,91500
66.0,,912,912,7800,Abnorml,Attchd,115000
55.0,,952,1211,8250,Normal,Attchd,134000
78.0,,1040,1846,10496,Normal,Attchd,143000
89.0,,2136,2136,10680,Normal,Detchd,137900
60.0,,788,1490,15384,Normal,Attchd,184000
65.0,,588,1138,10482,Normal,Attchd,145000
86.0,,894,1933,14598,Normal,BuiltIn,214000
72.0,,912,912,8872,Normal,Detchd,147000
65.0,,1702,1702,8769,Partial,Attchd,367294
70.0,,1075,1507,7910,Normal,Basment,127000
,,1361,2620,18890,Normal,BuiltIn,190000
70.0,,1106,1190,7728,Normal,Attchd,132500
70.0,,0,1224,9842,Normal,CarPort,101800
,,1188,1188,12160,Abnorml,Attchd,142000
55.0,,940,1964,8525,Abnorml,,130000
96.0,,747,1784,13132,Normal,Detchd,138887
36.0,,764,1626,2628,Normal,BuiltIn,175500
41.0,,847,1948,12393,Normal,BuiltIn,195000
63.0,,1141,1141,13072,Abnorml,Detchd,142500
64.0,,1476,1484,9037,Normal,Attchd,265900
65.0,,884,1768,8158,Normal,Attchd,224900
83.0,,1689,1689,9849,Partial,Attchd,248328
85.0,,1053,1173,10625,Family,Attchd,170000
107.0,,2076,2076,13891,Partial,Attchd,465000
,,792,1517,11435,Normal,Detchd,230000
78.0,,585,1868,12090,Abnorml,BuiltIn,178000
65.0,,756,1553,8125,Partial,Attchd,186500
,,1012,1034,12328,Normal,Attchd,169900
60.0,,735,2058,9600,Normal,Detchd,129500
60.0,,876,988,7200,Normal,Attchd,119000
93.0,,2110,2110,11160,Normal,Attchd,244000
,,1405,1405,3136,Normal,Attchd,171750
62.0,,864,874,9858,Normal,Attchd,130000
,,1192,2167,17542,Normal,Attchd,294000
60.0,,746,1656,6931,Normal,BuiltIn,165400
52.0,,884,1367,6240,Normal,Detchd,127500
91.0,,1986,1987,14303,Normal,Attchd,301500
56.0,,864,864,4060,Normal,,99900
59.0,,856,1166,9587,Normal,Attchd,190000
65.0,,1054,1054,9750,Normal,Attchd,151000
,,841,1675,24682,Normal,BuiltIn,181000
80.0,,1050,1050,9600,Normal,Attchd,128900
,,1104,1788,11250,Normal,Attchd,161500
60.0,,764,1824,13515,Normal,Detchd,180500
34.0,,1405,1337,4060,Abnorml,Attchd,181000
35.0,,691,1452,3735,Normal,Detchd,183900
60.0,,925,1889,10120,Normal,Detchd,122000
89.0,,2002,2018,13214,Normal,Attchd,378500
,,728,3447,14100,Normal,BuiltIn,381000
78.0,,874,1524,11344,Normal,Attchd,144000
,,1332,1524,23595,Normal,Attchd,260000
,,1489,1489,9156,Normal,Attchd,185750
,,935,935,13526,Normal,Attchd,137000
124.0,,1019,1357,11512,Normal,Basment,177000
53.0,,661,1250,5362,Normal,Detchd,139000
95.0,,928,1920,11345,Normal,Detchd,137000
,,723,1395,12936,Normal,Attchd,162000
,,1680,1724,17871,Normal,Attchd,197900
75.0,,1128,2031,9473,Normal,Attchd,237000
60.0,,698,1128,7500,Abnorml,Detchd,68400
67.0,,1573,1573,9808,Normal,Attchd,227000
50.0,,1309,1339,8049,Normal,Attchd,180000
61.0,,1040,1040,8800,Normal,Detchd,150500
94.0,,912,1824,9400,Normal,,139000
50.0,,804,2447,9638,Normal,Detchd,169000
50.0,,780,1412,6000,Normal,Detchd,132500
,,1328,1328,9790,Normal,Attchd,143000
,,1624,1582,36500,Normal,Attchd,190000
40.0,,1501,1659,5664,Normal,Attchd,278000
86.0,,1085,1970,11065,Partial,BuiltIn,281000
,,1152,1152,14112,Normal,Attchd,180500
21.0,,630,1302,1680,Normal,Detchd,119500
60.0,,994,2372,6600,Normal,Attchd,107500
78.0,,832,1664,10140,Normal,Attchd,162900
60.0,,864,864,8172,Normal,Detchd,115000
70.0,,1052,1052,8400,Normal,Attchd,138500
80.0,,1120,1128,8700,Normal,Attchd,155000
35.0,,547,1072,3675,Partial,Basment,140000
313.0,Gd,6110,5642,63887,Partial,Attchd,160000
75.0,,1246,1246,7500,Normal,Attchd,154000
,,978,1983,10762,Normal,Attchd,225000
,,771,1494,7500,Normal,Attchd,177500
92.0,,1165,2526,10120,Normal,Attchd,290000
73.0,,1616,1616,8688,Normal,Attchd,232000
32.0,,976,1708,3363,Normal,Detchd,130000
108.0,,1652,1652,13173,Normal,Attchd,325000
48.0,,1368,1368,6955,Partial,Attchd,202500
60.0,,990,990,8072,Normal,Detchd,138000
100.0,,924,1122,12000,Normal,Attchd,147000
,,1278,1294,7153,Normal,Attchd,179200
100.0,,1902,1902,17500,Normal,Attchd,335000
68.0,,1274,1274,8814,Partial,Attchd,203000
,,1453,2810,9572,Normal,Attchd,302000
108.0,,1393,2599,14774,Normal,BuiltIn,333168
60.0,,948,948,8190,Normal,Detchd,119000
85.0,,952,2112,11075,Normal,Attchd,206900
61.0,,1622,1630,10226,Normal,Attchd,295493
47.0,,1352,1352,4230,Partial,Attchd,208900
,,1753,1787,14781,Normal,Attchd,275000
75.0,,864,948,10215,Normal,Attchd,111000
70.0,,1478,1478,8400,Normal,Attchd,156500
,,0,720,6627,Normal,Detchd,72500
107.0,,750,1923,10186,Normal,Attchd,190000
50.0,,420,708,5330,Normal,,82500
75.0,,1795,1795,9986,Partial,Attchd,147000
40.0,,796,796,3636,Normal,,55000
70.0,,544,774,4270,Normal,,79000
60.0,,816,816,6600,Normal,Attchd,130500
60.0,,1510,2792,10440,Normal,Detchd,256000
63.0,,935,1632,9084,Normal,Attchd,176500
85.0,,1588,1588,10000,Normal,Attchd,227000
55.0,,911,954,10780,Normal,Detchd,132500
67.0,,816,816,8877,Normal,Detchd,100000
60.0,,803,1360,7200,Normal,Detchd,125500
24.0,,765,1365,2368,Normal,Attchd,125000
80.0,,1350,1334,9650,Normal,Attchd,167900
87.0,,1656,1656,9246,Normal,Detchd,135000
153.0,,693,693,4118,Normal,,52500
95.0,,916,1861,13450,Normal,BuiltIn,200000
120.0,,864,864,9560,Normal,Attchd,128500
70.0,,858,872,8294,Normal,Detchd,123000
66.0,,1114,1114,13695,Normal,Detchd,155000
,,1284,2169,9375,Normal,Attchd,228500
57.0,,896,1913,7558,Normal,Detchd,177000
85.0,,728,1456,11103,Partial,Attchd,155835
50.0,,960,960,6000,Normal,Detchd,108500
,,1568,2156,20781,Normal,Attchd,262500
93.0,,1732,1776,15306,Partial,Attchd,283463
,,1482,1494,16196,Normal,Attchd,215000
50.0,,684,2358,5250,Normal,,122000
91.0,,1248,2634,11643,Normal,Detchd,200000
70.0,,858,1716,9247,Normal,Attchd,171000
50.0,,698,1176,6000,Normal,Detchd,134900
56.0,,2033,3238,14720,Normal,Attchd,410000
,,992,1865,10316,Normal,Attchd,235000
102.0,,570,1920,10192,Normal,Attchd,170000
,,864,892,9477,Normal,Attchd,110000
,,1078,1078,12537,Normal,Attchd,149900
,,756,1573,2117,Normal,Detchd,177500
129.0,,1980,1980,16737,Normal,Attchd,315000
51.0,,612,2601,9842,Normal,BuiltIn,189000
124.0,,1530,1530,16158,Normal,Attchd,260000
,,715,1738,12513,Normal,Attchd,104900
73.0,,616,1412,8499,Partial,BuiltIn,156932
30.0,,600,1200,3180,Abnorml,Detchd,144152
,,814,1674,7500,Normal,Attchd,216000
68.0,,873,1790,9179,Abnorml,Attchd,193000
41.0,,757,1475,2665,Normal,Attchd,127000
,,848,848,4435,Normal,Attchd,144000
48.0,,1657,1668,10635,Normal,Attchd,232000
90.0,,840,1374,5400,Normal,Detchd,105000
80.0,,992,1661,9600,Normal,BuiltIn,165500
75.0,,1108,2097,9750,Normal,Detchd,274300
,,2633,2633,11400,Normal,Attchd,466500
85.0,,1026,1958,10625,Normal,Attchd,250000
89.0,,1571,1571,10991,Partial,Attchd,239000
52.0,,768,790,6292,Normal,Detchd,91000
60.0,,984,1604,10998,Normal,Detchd,117000
21.0,,483,987,1953,Normal,Detchd,83000
73.0,,384,1394,9735,Normal,BuiltIn,167500
45.0,,864,864,8212,Normal,Detchd,58500
,,1205,2117,12925,Normal,Attchd,237500
60.0,,596,1762,7200,Normal,Detchd,157000
,,816,1416,25339,Normal,Attchd,112000
60.0,,560,1258,9060,Normal,Detchd,105000
40.0,,796,1154,5436,Normal,Detchd,125500
80.0,Fa,1392,2784,16692,Normal,Attchd,250000
60.0,,714,2526,8520,Family,Detchd,136000
42.0,,1746,1746,14892,Normal,Attchd,377500
60.0,,735,1218,6000,Normal,Detchd,131000
70.0,,1525,1525,9100,Normal,Attchd,235000
65.0,,1584,1584,8944,Normal,Detchd,124000
68.0,,864,900,7838,Normal,Attchd,123000
60.0,,482,1912,10800,Normal,Detchd,163000
53.0,,1356,1500,4045,Partial,Attchd,246578
88.0,,1094,2482,12665,Normal,BuiltIn,281213
,,747,1687,57200,Normal,Detchd,160000
51.0,,939,1513,6120,Normal,Detchd,137500
60.0,,1208,1904,7200,Normal,Attchd,138000
51.0,,976,1608,6171,Normal,Detchd,137450
50.0,,862,1158,6000,Normal,BuiltIn,120000
62.0,,839,1593,7415,Normal,Attchd,193000
64.0,,1286,1294,6762,Partial,Attchd,193879
49.0,,1485,1464,15256,Normal,Attchd,282922
60.0,,672,1214,10410,Family,Detchd,105000
44.0,,1594,1646,3842,Normal,Attchd,275000
70.0,,768,768,8445,Normal,Detchd,133000
,,833,833,8780,Normal,,112000
60.0,,622,1363,7740,Normal,Detchd,125500
46.0,,791,2093,20544,Normal,Attchd,215000
79.0,,944,1840,12420,Normal,Attchd,230000
80.0,,856,1668,9600,Normal,Attchd,140000
60.0,,0,1040,7200,Normal,Detchd,90000
88.0,,1844,1844,10994,Abnorml,Attchd,257000
64.0,,833,1848,13053,Normal,Detchd,207000
51.0,,1386,1569,3635,Normal,Attchd,175900
60.0,,777,2290,11340,Normal,Detchd,122500
,,1284,2450,16545,Normal,Attchd,340000
71.0,,1144,1144,9204,Normal,Detchd,124000
,,1844,1844,16381,Normal,Attchd,223000
90.0,,708,1416,11700,Normal,Attchd,179900
53.0,,1069,1069,4043,Normal,Attchd,127500
37.0,,848,848,4435,Normal,Attchd,136500
,Gd,697,2201,19690,Alloca,Attchd,274970
,,1024,1344,9503,Normal,Detchd,144000
80.0,,1252,1252,10721,Normal,Detchd,142000
81.0,,1223,2127,10944,Normal,Attchd,271000
60.0,,913,1558,10930,Normal,Attchd,140000
60.0,,788,804,7200,Abnorml,Attchd,119000
,,1440,1440,12546,Normal,Attchd,182900
60.0,,732,1838,21930,Normal,BuiltIn,192140
,,958,958,4928,Normal,Attchd,143750
60.0,,656,968,10800,Normal,Detchd,64500
93.0,,936,1792,10261,Normal,Attchd,186500
80.0,,1126,1126,17400,Normal,Attchd,160000
80.0,,1319,1537,8400,Abnorml,Attchd,174000
60.0,,864,864,9000,Normal,Detchd,120500
96.0,,1932,1932,12444,Partial,Attchd,394617
90.0,,912,1236,7407,Normal,Attchd,149700
80.0,,539,1725,11584,Normal,Attchd,197000
79.0,,588,2555,11526,Normal,Detchd,191000
,,848,848,4426,Normal,Attchd,149300
85.0,,1017,2007,11003,Normal,Attchd,310000
,,952,952,8854,Normal,Detchd,121000
63.0,,1422,1422,8500,Normal,Attchd,179600
70.0,,814,913,8400,Normal,Detchd,129000
,,1188,1188,26142,Normal,Attchd,157900
80.0,,1220,2090,10000,Normal,Attchd,240000
70.0,,560,1346,11767,Normal,Detchd,112000
21.0,,630,630,1533,Abnorml,,92000
60.0,,896,1792,9000,Normal,,136000
78.0,,1573,1578,9262,Partial,Attchd,287090
35.0,,547,1072,3675,Normal,Basment,145000
90.0,,1140,1140,17217,Abnorml,,84500
62.0,,1221,1221,7500,Normal,Attchd,185000
62.0,,953,1647,7917,Normal,Attchd,175000
85.0,,1542,2073,13175,Normal,Attchd,210000
66.0,,1152,2340,9042,Normal,Attchd,266500
68.0,,1078,1078,9717,Normal,Attchd,142125
75.0,,1256,1256,9937,Normal,Attchd,147500
